자치구,위도,경도
종로구,37.57579422,126.9714508
종로구,37.57594681,126.9740601
종로구,37.57176971,126.9746628
종로구,37.57255936,126.9783325
종로구,37.56999969,126.9710999
종로구,37.56996918,126.973938
종로구,37.56996155,126.9761581
종로구,37.5797081,126.9808579
종로구,37.57039642,126.9817886
종로구,37.57624054,126.9861603
종로구,37.57335663,126.9874649
종로구,37.57039642,126.9881897
종로구,37.56848526,126.9878845
종로구,37.5705986,126.9917908
종로구,37.57019806,126.9912567
종로구,37.57897949,126.9964752
종로구,37.57095718,126.9971237
종로구,37.57106781,126.9981918
종로구,37.58562851,127.000679
종로구,37.58156967,127.0017853
종로구,37.57978439,127.002533
종로구,37.57561111,127.0046997
종로구,37.57403564,127.0067215
종로구,37.57330704,127.0007095
종로구,37.57202911,126.9607849
종로구,37.57633209,126.9685898
종로구,37.58507919,126.9706192
종로구,37.58341599,126.9852371
종로구,37.57938766,126.9849472
종로구,37.57915497,126.9889603
종로구,37.57650757,127.0024567
종로구,37.57714462,127.0020599
종로구,37.58250046,126.9985352
종로구,37.57606125,126.9976807
종로구,37.57324219,127.0159073
종로구,37.57222366,127.0227051
종로구,37.57559204,127.02285
종로구,37.57933426,127.0150833
종로구,37.57384872,126.9586945
종로구,37.5692482,126.9805374
종로구,37.57549286,126.9785004
종로구,37.56983566,126.9826584
종로구,37.58573532,127.0016098
종로구,37.57014084,127.0093765
종로구,37.56748962,126.9659195
종로구,37.56885529,126.9645615
종로구,37.57048035,126.9966354
종로구,37.60012817,126.9578323
종로구,37.60399246,126.9619446
종로구,37.60871887,126.9728622
종로구,37.58360291,126.9725494
종로구,37.58351517,126.9796677
종로구,37.57123947,127.0044098
종로구,37.57114029,127.0006714
종로구,37.57035828,126.9863815
종로구,37.570961,127.0060577
종로구,37.57447052,127.0198288
종로구,37.57131958,127.0072098
종로구,37.56989288,126.9775696
종로구,37.57436371,126.9723663
종로구,37.60351181,126.9620667
종로구,37.58419037,126.9816971
종로구,37.58760452,126.9835968
종로구,37.60627365,126.9683228
종로구,37.57376099,127.0139389
종로구,37.57660675,127.0055695
종로구,37.5695076,126.9670105
종로구,37.57185364,127.0023575
종로구,37.57455063,126.9705505
종로구,37.57580566,126.9833908
종로구,37.57051086,126.9833679
종로구,37.5724678,126.99189
종로구,37.5707016,126.994812
종로구,37.5703125,126.994545
종로구,37.57320023,126.997963
종로구,37.57117462,127.0022278
종로구,37.57146072,127.010788
종로구,37.5715332,127.0156174
종로구,37.57772446,127.0152512
종로구,37.57998657,127.0150604
종로구,37.58194733,126.9973679
종로구,37.58327484,126.9988556
종로구,37.58385468,127.0018539
종로구,37.58479691,126.9971314
종로구,37.57583618,127.0006943
종로구,37.57529068,126.968956
종로구,37.57501602,126.95755
종로구,37.57666779,126.9558487
종로구,37.59512711,126.9634933
종로구,37.59725952,126.963089
종로구,37.60950089,126.9566803
종로구,37.60760117,126.9576874
종로구,37.56999207,126.9883423
종로구,37.58131409,127.0126801
종로구,37.56855774,126.9921188
종로구,37.5721817,126.9828339
종로구,37.58114624,126.9712372
종로구,37.58983612,126.9993439
종로구,37.57752991,126.9891281
종로구,37.60469818,126.9645157
종로구,37.57528305,126.9906235
종로구,37.56883621,126.9695511
종로구,37.56993103,126.9764328
종로구,37.57571411,126.9805069
중구,37.56805038,126.9692307
중구,37.56887817,126.9774704
중구,37.56863403,126.9823151
중구,37.56622314,126.9835892
중구,37.56546402,126.9841385
중구,37.56447601,126.986969
중구,37.56143188,126.9806976
중구,37.56638336,126.9872055
중구,37.56599045,126.987793
중구,37.56144714,126.9931107
중구,37.56918335,127.0098801
중구,37.56533051,127.007843
중구,37.56322861,126.9748383
중구,37.55887222,127.0055389
중구,37.55429459,127.0112
중구,37.5604744,127.0140762
중구,37.55599976,126.9733582
중구,37.56386566,127.0027466
중구,37.55853271,127.0069885
중구,37.55519867,127.0100479
중구,37.5658493,127.0164032
중구,37.55978012,126.9685059
중구,37.56699371,127.0034637
중구,37.5667305,126.9966049
중구,37.56138992,126.9953537
중구,37.56505203,126.9734039
중구,37.56655884,126.9924393
중구,37.55410767,126.9654083
중구,37.56439972,126.9914322
중구,37.54988861,127.0073471
중구,37.56207275,127.0063171
중구,37.5710144,127.0197449
중구,37.56634521,126.9822922
중구,37.56148911,127.0239334
중구,37.55686188,126.9756165
중구,37.55536652,126.9686432
중구,37.55989075,126.9714966
중구,37.55641556,126.9691925
중구,37.5621109,126.9707184
중구,37.56015396,126.9741058
중구,37.56584167,126.9798126
중구,37.5622139,126.9808655
중구,37.56415939,126.9794846
중구,37.5592308,126.9801407
중구,37.55974579,126.9800034
중구,37.56035995,126.9826508
중구,37.56787109,126.9884033
중구,37.56605148,126.9979858
중구,37.56629944,127.0084915
중구,37.56764984,127.0118103
중구,37.56443024,127.0099564
중구,37.55928802,127.0026856
중구,37.55937576,127.0060272
중구,37.55432129,127.010704
중구,37.56703186,127.0157929
중구,37.54758453,127.0064392
중구,37.55614853,126.9774246
중구,37.55677032,126.9731979
중구,37.55891418,126.964859
중구,37.56284332,126.9726181
중구,37.55664444,126.9736404
중구,37.56474304,126.9909515
중구,37.56693268,126.9825821
중구,37.5683136,127.0094605
중구,37.56024551,126.9687805
중구,37.5670166,126.9768372
중구,37.56253433,126.972496
중구,37.56590271,126.981781
중구,37.56589127,126.9844513
중구,37.56761551,126.9872437
중구,37.56005478,126.9809418
중구,37.55281448,127.0091934
중구,37.56520844,126.9873962
중구,37.56147003,126.9680176
중구,37.56157303,126.9684906
중구,37.56459045,126.9907684
중구,37.56689835,126.9877396
중구,37.56122589,126.9874954
중구,37.5625267,126.9983139
중구,37.56430817,127.0064774
중구,37.55540848,126.9694214
중구,37.5664711,126.9792557
중구,37.56339645,126.9689407
중구,37.57162094,127.0220413
중구,37.55969238,126.9964829
중구,37.55937576,126.9641419
중구,37.56092453,126.9906616
용산구,37.53243256,126.9547424
용산구,37.54115295,127.0022125
용산구,37.53813934,127.004097
용산구,37.53675842,126.9700012
용산구,37.5330658,126.9607315
용산구,37.55227661,126.9726868
용산구,37.520504,126.9897385
용산구,37.53016663,127.0074387
용산구,37.53841019,126.9866486
용산구,37.53507996,126.9853821
용산구,37.53483963,126.9776611
용산구,37.53351212,126.9722748
용산구,37.51850891,126.9787979
용산구,37.53014755,126.968483
용산구,37.53345108,126.9717331
용산구,37.54489517,126.9693832
용산구,37.54165268,126.9705048
용산구,37.54902649,126.9719467
용산구,37.52202606,126.9661865
용산구,37.54232025,126.9619598
용산구,37.52033615,126.9942627
용산구,37.54188538,126.97966
용산구,37.54407883,126.9720001
용산구,37.52293015,126.9616928
용산구,37.53442383,126.9485703
용산구,37.53427887,126.9885635
용산구,37.5212822,126.973465
용산구,37.53900909,126.96138
용산구,37.54198074,126.9715424
용산구,37.53142166,126.9514999
용산구,37.52906036,127.0067291
용산구,37.5444603,126.9723892
용산구,37.5240097,127.0014496
용산구,37.52365112,126.9702683
용산구,37.52960968,126.9688721
용산구,37.53379822,126.9886704
용산구,37.5271492,126.9551621
용산구,37.53269958,126.9643784
용산구,37.54650116,126.9809494
용산구,37.53488922,126.9756241
용산구,37.53607941,126.9734192
용산구,37.53739929,126.9689255
용산구,37.54047775,126.9581146
용산구,37.53452682,126.9471817
용산구,37.52856827,126.9656906
용산구,37.53872681,127.0015488
용산구,37.52272415,126.9727707
용산구,37.53502274,126.9980545
용산구,37.53440857,126.9868927
용산구,37.54188538,126.9958649
용산구,37.52074814,126.9708252
용산구,37.52177048,126.977005
용산구,37.53514099,127.0060043
용산구,37.54079437,126.9978485
용산구,37.551548,126.9768601
용산구,37.51990891,126.9892349
용산구,37.51729584,126.9591446
용산구,37.51731873,126.9582977
용산구,37.54498672,126.9643021
용산구,37.53200531,126.9555588
용산구,37.5332222,126.9572372
용산구,37.51758957,126.9592209
용산구,37.52087784,126.9797134
용산구,37.52145767,126.9776764
용산구,37.52330017,126.9720612
용산구,37.53591919,127.0054169
용산구,37.54143906,127.0037613
용산구,37.53749847,127.0008469
용산구,37.53599548,126.9994888
용산구,37.53030014,126.9913788
용산구,37.53248215,126.964119
용산구,37.52761078,126.9551163
용산구,37.53237915,126.9525299
용산구,37.52301788,126.96241
용산구,37.53528595,126.974083
용산구,37.55240631,126.9820175
용산구,37.5251503,126.9920883
용산구,37.53453064,126.9961929
용산구,37.5393219,126.9731903
용산구,37.53851318,126.9635544
용산구,37.52544022,126.9645996
용산구,37.52529526,126.9958344
용산구,37.52703476,126.9661789
용산구,37.53440094,126.9946671
용산구,37.53786087,126.9656525
용산구,37.52468109,126.9681931
용산구,37.54733658,126.9703827
용산구,37.51794052,126.9837036
용산구,37.53577805,126.9622116
용산구,37.54039001,126.9734955
용산구,37.53930283,126.9705048
성동구,37.55125046,127.0351028
성동구,37.56460953,127.0291977
성동구,37.56626129,127.0236969
성동구,37.54281616,127.0420837
성동구,37.54608917,127.0250702
성동구,37.56179047,127.0243912
성동구,37.56014633,127.0263596
성동구,37.55477905,127.0248413
성동구,37.56068039,127.0267792
성동구,37.55089188,127.0447617
성동구,37.54906082,127.0577927
성동구,37.54516602,127.0575104
성동구,37.53965378,127.0525894
성동구,37.54122162,127.0438004
성동구,37.54458237,127.0446091
성동구,37.5485611,127.0450058
성동구,37.54630661,127.0498047
성동구,37.54257965,127.0633087
성동구,37.57152557,127.0353546
성동구,37.56699371,127.0299149
성동구,37.56385803,127.0303192
성동구,37.56144714,127.0349197
성동구,37.5486412,127.0164261
성동구,37.54366302,127.014061
성동구,37.55220032,127.0250549
성동구,37.55805206,127.0403519
성동구,37.56351089,127.0567246
성동구,37.56137085,127.0636597
성동구,37.56874847,127.0304031
성동구,37.54814911,127.0210877
성동구,37.54863358,127.0257263
성동구,37.5539856,127.0335922
성동구,37.55735016,127.029213
성동구,37.56035614,127.0413971
성동구,37.56764984,127.0511551
성동구,37.57164001,127.0356598
성동구,37.54205322,127.020401
성동구,37.56764221,127.0256958
성동구,37.56460571,127.0365219
성동구,37.56109619,127.0367966
성동구,37.55120468,127.0689316
성동구,37.54281616,127.0446701
성동구,37.55924606,127.07341
성동구,37.5479126,127.0627518
성동구,37.54792786,127.0155716
성동구,37.54136658,127.0177612
성동구,37.54459,127.0570831
성동구,37.57110214,127.0235596
성동구,37.54958344,127.0302429
성동구,37.54829025,127.0624619
성동구,37.56520462,127.0418472
성동구,37.54317856,127.0490799
성동구,37.56797028,127.0468903
성동구,37.53680801,127.0554886
성동구,37.56594086,127.0453949
성동구,37.54541779,127.0526428
성동구,37.54415894,127.0566559
성동구,37.55836487,127.0569077
성동구,37.55453873,127.0437775
성동구,37.55657959,127.0433579
성동구,37.56438065,127.0288696
성동구,37.54695892,127.0476685
성동구,37.55514145,127.071106
성동구,37.54404068,127.023201
성동구,37.55979919,127.0563278
성동구,37.54195786,127.0427704
성동구,37.565979,127.0431137
성동구,37.56681824,127.0291519
성동구,37.55610657,127.019783
성동구,37.55653,127.0391312
성동구,37.56339645,127.0418701
성동구,37.54590988,127.0446014
성동구,37.56370926,127.0564499
성동구,37.55926895,127.0383987
성동구,37.56119156,127.0496826
성동구,37.54655838,127.0499878
성동구,37.54824448,127.0595779
성동구,37.5540123,127.0415497
성동구,37.55507278,127.0198898
성동구,37.55862045,127.0343552
성동구,37.55141449,127.044754
성동구,37.54127502,127.0484924
성동구,37.54332352,127.0597153
성동구,37.55140305,127.0463638
성동구,37.54753494,127.0668259
성동구,37.54808044,127.0646133
성동구,37.56168747,127.0615158
성동구,37.546978,127.0579681
성동구,37.54555893,127.0533676
성동구,37.54644394,127.0533218
광진구,37.55758667,127.0796967
광진구,37.53950119,127.0830002
광진구,37.56565857,127.0842972
광진구,37.55048752,127.1089554
광진구,37.53805161,127.0765991
광진구,37.5352211,127.0683975
광진구,37.53701401,127.0610962
광진구,37.54595184,127.0780029
광진구,37.54822159,127.0678787
광진구,37.55341721,127.0731964
광진구,37.56864929,127.0862503
광진구,37.54370499,127.0932465
광진구,37.5625267,127.0822754
광진구,37.55686188,127.0791397
광진구,37.54251862,127.0840836
광진구,37.54342651,127.0966187
광진구,37.54171753,127.0801697
광진구,37.55023575,127.073822
광진구,37.55059814,127.1105118
광진구,37.54978943,127.0759277
광진구,37.53913879,127.0706177
광진구,37.54013824,127.0692825
광진구,37.53181076,127.0807419
광진구,37.54848862,127.0937576
광진구,37.54124832,127.06604
광진구,37.5450058,127.0900345
광진구,37.54706955,127.0742722
광진구,37.53730774,127.0703506
광진구,37.53186035,127.0671921
광진구,37.53701019,127.0822449
광진구,37.53023529,127.0868301
광진구,37.54840469,127.0693665
광진구,37.55979538,127.0742035
광진구,37.55603027,127.0786438
광진구,37.53546524,127.0944824
광진구,37.53596878,127.0946732
광진구,37.54072952,127.1029053
광진구,37.53247833,127.0850906
광진구,37.5297699,127.0748596
광진구,37.55122375,127.0897064
광진구,37.54006195,127.0944977
광진구,37.53657913,127.0929718
광진구,37.57125473,127.0798035
광진구,37.53784943,127.0921707
광진구,37.55039597,127.0758591
광진구,37.54523087,127.0847321
광진구,37.55184937,127.0889816
광진구,37.56429291,127.0869369
광진구,37.54483032,127.1042633
광진구,37.54654694,127.1061325
광진구,37.54782867,127.0726318
광진구,37.53268814,127.0674973
광진구,37.53989029,127.0733643
광진구,37.54277802,127.0753708
광진구,37.54191208,127.0776367
광진구,37.52858734,127.0778732
광진구,37.55137253,127.07444
광진구,37.53680038,127.0908356
광진구,37.54707336,127.0982895
광진구,37.53507233,127.0761108
광진구,37.53956604,127.0724411
광진구,37.53809738,127.0890198
광진구,37.54434967,127.0654068
광진구,37.5513382,127.0767136
광진구,37.53657532,127.0825806
광진구,37.55500793,127.0858154
광진구,37.54788971,127.0674515
광진구,37.54747009,127.073967
광진구,37.54798889,127.0695038
광진구,37.55771255,127.0772705
광진구,37.54246521,127.0942307
광진구,37.55237198,127.0735397
광진구,37.54764938,127.074707
광진구,37.5465126,127.0757141
광진구,37.55775452,127.0729752
광진구,37.5450058,127.083374
광진구,37.53520966,127.0690002
광진구,37.52916336,127.0779877
광진구,37.53470993,127.0844727
광진구,37.54983902,127.1030273
광진구,37.56628036,127.0774765
광진구,37.53298569,127.0757904
광진구,37.54896927,127.0935288
광진구,37.52879333,127.0846329
광진구,37.5391922,127.0980148
광진구,37.55681229,127.0810776
동대문구,37.58991241,127.0686798
동대문구,37.57594681,127.0373612
동대문구,37.57217407,127.0713882
동대문구,37.57419968,127.0264969
동대문구,37.58462524,127.0702896
동대문구,37.60271072,127.0678635
동대문구,37.58131027,127.0553436
동대문구,37.58774567,127.037384
동대문구,37.57308578,127.0521622
동대문구,37.57366562,127.0308151
동대문구,37.57527161,127.023468
동대문구,37.57768631,127.0310135
동대문구,37.57638168,127.0351105
동대문구,37.58256149,127.0543671
동대문구,37.57420349,127.0576935
동대문구,37.57489014,127.0535355
동대문구,37.57779312,127.0578308
동대문구,37.58369827,127.0538559
동대문구,37.57418823,127.0458908
동대문구,37.56115341,127.0709686
동대문구,37.57863235,127.071907
동대문구,37.58681488,127.067543
동대문구,37.57485199,127.0403061
동대문구,37.5681839,127.0512772
동대문구,37.58040619,127.0448227
동대문구,37.59601974,127.0598297
동대문구,37.58751678,127.0527725
동대문구,37.59090042,127.0425873
동대문구,37.59161377,127.0457916
동대문구,37.58300781,127.0609741
동대문구,37.58519745,127.0609512
동대문구,37.58255005,127.0446014
동대문구,37.57375336,127.0385361
동대문구,37.57035446,127.0484314
동대문구,37.56697083,127.074295
동대문구,37.56196594,127.0645065
동대문구,37.60279846,127.0672684
동대문구,37.56669998,127.0624237
동대문구,37.59153366,127.0677414
동대문구,37.57653046,127.0659409
동대문구,37.57762146,127.0521088
동대문구,37.58723831,127.0431366
동대문구,37.57551956,127.0487747
동대문구,37.57835007,127.0333862
동대문구,37.57799911,127.0376282
동대문구,37.59460068,127.0519714
동대문구,37.59489059,127.0630264
동대문구,37.58412933,127.0579376
동대문구,37.59960556,127.0686417
동대문구,37.60362244,127.0708313
동대문구,37.58659363,127.0469971
동대문구,37.56799698,127.068779
동대문구,37.57214737,127.0446091
동대문구,37.58968735,127.061409
동대문구,37.57734299,127.0233765
동대문구,37.57875061,127.024025
동대문구,37.58407974,127.0310364
동대문구,37.58655167,127.0331421
동대문구,37.58143234,127.0354767
동대문구,37.5801506,127.0457993
동대문구,37.57655716,127.0743103
동대문구,37.57787704,127.0616837
동대문구,37.59238434,127.0574112
동대문구,37.5798378,127.0563736
동대문구,37.59286499,127.0655594
동대문구,37.59383774,127.0678177
동대문구,37.59436417,127.0645981
동대문구,37.56324005,127.057991
동대문구,37.57739639,127.0718536
동대문구,37.5676918,127.0578919
동대문구,37.57958603,127.0302429
동대문구,37.59139633,127.0402985
동대문구,37.58392334,127.0682755
동대문구,37.60460281,127.066925
동대문구,37.59087372,127.065361
동대문구,37.57130051,127.0336227
동대문구,37.57014847,127.0299225
동대문구,37.57846832,127.0668945
동대문구,37.58945084,127.0595627
동대문구,37.58265686,127.0319672
동대문구,37.57817078,127.0317001
중랑구,37.61473846,127.0763626
중랑구,37.60007095,127.1023331
중랑구,37.59424973,127.0765762
중랑구,37.59529877,127.0800324
중랑구,37.59909821,127.0929489
중랑구,37.60625076,127.1082687
중랑구,37.61151123,127.0778885
중랑구,37.61072159,127.0774765
중랑구,37.57778168,127.0901871
중랑구,37.59254074,127.0867386
중랑구,37.61756134,127.0903091
중랑구,37.58098984,127.0882416
중랑구,37.59521866,127.0859985
중랑구,37.61743927,127.1090164
중랑구,37.61394501,127.097702
중랑구,37.61246109,127.1033783
중랑구,37.62009811,127.1064606
중랑구,37.6063118,127.1077423
중랑구,37.58745956,127.0959702
중랑구,37.57358932,127.0868225
중랑구,37.57429886,127.0869141
중랑구,37.61602402,127.085968
중랑구,37.59995651,127.0800018
중랑구,37.60615158,127.092598
중랑구,37.60649872,127.0954514
중랑구,37.60207748,127.0795822
중랑구,37.60868073,127.1007919
중랑구,37.60810089,127.101181
중랑구,37.5834198,127.0799255
중랑구,37.61616898,127.093483
중랑구,37.58637238,127.0800705
중랑구,37.61670685,127.11026
중랑구,37.59859085,127.0798187
중랑구,37.57402802,127.0805435
중랑구,37.5799408,127.0793991
중랑구,37.59130096,127.0803299
중랑구,37.58890152,127.0872803
중랑구,37.59732056,127.089798
중랑구,37.59655762,127.0858383
중랑구,37.61963654,127.0850449
중랑구,37.59275818,127.07267
중랑구,37.58565521,127.0750504
중랑구,37.60460281,127.1092529
중랑구,37.6073494,127.0785904
중랑구,37.59632874,127.0858994
중랑구,37.59511185,127.1003265
중랑구,37.58975983,127.0932388
중랑구,37.59733963,127.0930862
중랑구,37.58034897,127.0926514
중랑구,37.593853,127.0750732
중랑구,37.59386826,127.0765228
중랑구,37.57407761,127.0850067
중랑구,37.60305405,127.0790024
중랑구,37.61314774,127.1051483
중랑구,37.61882401,127.0875702
중랑구,37.61362076,127.1011505
중랑구,37.6114769,127.0773926
중랑구,37.60982132,127.0781326
중랑구,37.60520172,127.0785828
중랑구,37.61535263,127.0784912
중랑구,37.60408401,127.0792313
중랑구,37.59489059,127.0749512
중랑구,37.59581375,127.08284
중랑구,37.57598495,127.0796051
중랑구,37.59832764,127.0922699
중랑구,37.58105469,127.0820923
중랑구,37.58111191,127.080101
중랑구,37.61571121,127.1010437
중랑구,37.59268951,127.0802841
중랑구,37.59596252,127.0847778
중랑구,37.59432602,127.0784607
중랑구,37.60641098,127.0940476
중랑구,37.61022568,127.096283
중랑구,37.58032227,127.0941544
중랑구,37.6132164,127.0773468
중랑구,37.59877777,127.0963898
중랑구,37.61755371,127.1039963
중랑구,37.58333206,127.0835495
중랑구,37.60025406,127.091713
중랑구,37.59780884,127.0884476
중랑구,37.6030426,127.100502
중랑구,37.60428619,127.0973663
중랑구,37.60446167,127.0974121
중랑구,37.59354401,127.0897903
중랑구,37.57984543,127.0824204
중랑구,37.6127243,127.11306
중랑구,37.58686447,127.0953217
중랑구,37.60064316,127.1040497
중랑구,37.60655212,127.1070862
중랑구,37.60924149,127.1062088
중랑구,37.58973694,127.0941925
중랑구,37.60405731,127.107254
중랑구,37.61727142,127.1085434
중랑구,37.60318375,127.0741348
성북구,37.58876419,127.0063095
성북구,37.59169388,127.012497
성북구,37.59440231,126.9923096
성북구,37.58932877,127.0164337
성북구,37.58844757,127.0067062
성북구,37.58259201,127.0289764
성북구,37.60243988,127.0116882
성북구,37.60776138,127.0032806
성북구,37.60726166,127.0028381
성북구,37.60308456,127.0247879
성북구,37.6030426,127.0332718
성북구,37.59328842,127.0366669
성북구,37.59806824,127.0392761
성북구,37.60043335,127.0402069
성북구,37.60580826,127.0477371
성북구,37.60606766,127.0473175
성북구,37.60734177,127.0506821
성북구,37.6026268,127.0416336
성북구,37.61355591,127.0660934
성북구,37.61052322,127.0597992
성북구,37.61299896,127.0613098
성북구,37.59125137,127.0140076
성북구,37.59038162,127.0171356
성북구,37.5868988,127.020752
성북구,37.610569,127.0335083
성북구,37.61784363,127.0550003
성북구,37.59261703,126.9979324
성북구,37.58924866,127.0073776
성북구,37.60028839,127.0137024
성북구,37.60897827,127.0202484
성북구,37.60710526,127.0214996
성북구,37.60475159,127.0227585
성북구,37.62382889,127.0502014
성북구,37.5794487,127.0241928
성북구,37.58388138,127.0170975
성북구,37.60083008,127.0235519
성북구,37.5907135,127.0361939
성북구,37.58869934,127.0189133
성북구,37.61207199,127.0081329
성북구,37.60478973,127.010582
성북구,37.61980057,127.0450974
성북구,37.60309601,127.013504
성북구,37.59296799,127.0022354
성북구,37.58519745,127.0196686
성북구,37.58375168,127.0219498
성북구,37.59017181,127.0040894
성북구,37.5933609,126.9990921
성북구,37.59972,127.0403824
성북구,37.60404587,127.0226593
